,city,country,Salario_Medio,Continent,sub-region,Alimentacao_Basica,Transp_Publico,Transp_Privado,Moradia_CentroCidade,Moradia_ForaCentroCidade,Final_de_Semana,CV1_1,CV1_2,CV2_1,CV2_2
36,Bhopal,India,446.24,Asia,Southern Asia,31.76,6.14,309.07,119.17999999999999,96.05,79.52,539.53,236.59999999999997,516.4,213.46999999999997
37,Patna,India,356.17,Asia,Southern Asia,33.980000000000004,12.28,444.33,161.51,107.77,91.76,731.5799999999999,299.53,677.84,245.79000000000002
38,Ludhiana,India,320.86,Asia,Southern Asia,32.36,7.37,403.42,199.31,151.1,88.46999999999998,723.5600000000001,327.51,675.35,279.29999999999995
39,Faridabad,India,491.27,Asia,Southern Asia,34.83,15.35,407.42,190.09,157.34,82.50999999999999,714.85,322.78,682.1,290.03
40,Aurangabad,India,445.21,Asia,Southern Asia,31.489999999999995,10.44,394.76000000000005,175.87,125.21000000000001,79.52000000000001,681.6400000000001,297.32000000000005,630.98,246.66
41,Rajkot,India,429.86,Asia,Southern Asia,36.19,9.21,392.76000000000005,161.86,140.37,182.95,773.76,390.21000000000004,752.27,368.72
42,Jabalpur,India,388.92,Asia,Southern Asia,31.370000000000005,6.14,401.69,171.35999999999999,96.14,86.76,691.18,295.63,615.96,220.41000000000003
43,Guwahati,India,491.27,Asia,Southern Asia,32.800000000000004,12.28,457.78999999999996,164.53,123.85000000000001,82.32000000000001,737.44,291.93,696.76,251.25
44,Chandigarh,India,634.56,Asia,Southern Asia,35.660000000000004,9.83,321.33,235.6,184.07999999999998,123.27,715.86,404.35999999999996,664.3399999999999,352.84
45,Coimbatore,India,368.45,Asia,Southern Asia,32.72,10.44,383.03,228.99,162.87,80.94,725.6800000000001,353.09,659.56,286.97
46,Bhubaneshwar,India,509.69,Asia,Southern Asia,32.71,5.53,392.76000000000005,212.39000000000001,168.85,75.77999999999999,713.64,326.41,670.1,282.87
47,Thiruvananthapuram,India,698.1,Asia,Southern Asia,30.14,9.21,599.4,156.82,128.16,89.94000000000001,876.3,286.11,847.64,257.45
48,Kochi,India,630.31,Asia,Southern Asia,31.729999999999997,9.83,392.76000000000005,221.68,171.10000000000002,66.3,712.47,329.54,661.8900000000001,278.96000000000004
49,Mangalore,India,307.04,Asia,Southern Asia,32.03,6.14,391.56,179.0,154.44,62.74000000000001,665.33,279.91,640.77,255.35000000000002
50,Dehra Dun,India,358.14,Asia,Southern Asia,31.07,4.91,,213.47,142.54000000000002,88.38,,337.83,,266.90000000000003
51,Jammu,India,327.51,Asia,Southern Asia,29.84,6.14,645.43,181.5,134.42000000000002,76.33999999999999,933.11,293.82,886.0300000000001,246.74
52,Gurgaon,India,875.18,Asia,Southern Asia,38.97,24.56,390.76000000000005,309.81,226.70999999999998,93.74999999999999,833.29,467.09000000000003,750.19,383.99
53,Dhaka,Bangladesh,280.73,Asia,Southern Asia,35.769999999999996,18.53,1127.82,207.39,153.09,181.56,1552.54,443.25,1498.2399999999998,388.95
54,Sylhet,Bangladesh,204.84,Asia,Southern Asia,31.69,29.26,1052.0900000000001,100.7,100.7,151.76,1336.2400000000002,313.40999999999997,1336.2400000000002,313.40999999999997
55,Osaka,Japan,2322.46,Asia,Eastern Asia,108.31,88.81,680.37,863.21,564.39,162.96000000000004,1814.8500000000001,1223.29,1516.0300000000002,924.47
56,Tokyo,Japan,2868.8,Asia,Eastern Asia,115.06000000000002,74.45,607.99,1368.03,890.3199999999999,190.04000000000002,2281.12,1747.58,1803.4099999999999,1269.87
57,Nagoya,Japan,2444.12,Asia,Eastern Asia,105.27000000000001,74.45,566.23,1088.3,684.53,150.28,1910.08,1418.3,1506.31,1014.53
58,Yokohama,Japan,2707.07,Asia,Eastern Asia,88.44,74.45,411.12,1129.3600000000001,900.05,157.61,1786.5300000000002,1449.8600000000001,1557.2199999999998,1220.5500000000002
59,Fukuoka,Japan,1646.81,Asia,Eastern Asia,105.09,70.73,731.28,736.54,550.4100000000001,159.57,1732.4799999999998,1071.9299999999998,1546.3500000000001,885.8
60,Kyoto,Japan,1968.01,Asia,Eastern Asia,91.99,84.78,649.75,815.6400000000001,542.6500000000001,153.67000000000002,1711.0500000000002,1146.0800000000002,1438.0600000000002,873.0900000000001
61,Okinawa,Japan,2470.85,Asia,Eastern Asia,108.89,37.23,380.09999999999997,691.29,635.45,168.92999999999998,1349.21,1006.3399999999999,1293.3700000000001,950.5
62,Jakarta,Indonesia,509.12,Asia,South-eastern Asia,51.47,11.34,754.41,627.26,399.1,88.67999999999999,1521.82,778.7499999999999,1293.66,550.59
63,Surabaya,Indonesia,331.5,Asia,South-eastern Asia,43.790000000000006,9.72,679.7900000000001,342.36,263.1,88.6,1154.54,484.47,1075.28,405.21000000000004
64,Bandung,Indonesia,291.36,Asia,South-eastern Asia,47.51,14.09,932.26,290.39,224.63,93.23999999999998,1363.3999999999999,445.23,1297.64,379.47
65,Tangerang,Indonesia,404.96,Asia,South-eastern Asia,51.199999999999996,7.78,1000.18,436.18,353.53999999999996,100.68,1588.24,595.84,1505.6,513.2
66,Medan,Indonesia,302.49,Asia,South-eastern Asia,42.77,6.48,1022.29,197.12,157.57999999999998,82.88,1345.06,329.25,1305.52,289.71
67,Denpasar,Indonesia,234.97,Asia,South-eastern Asia,50.81,12.96,841.04,297.67,266.61,94.61999999999999,1284.1399999999999,456.06,1253.08,425.0
68,Yogyakarta,Indonesia,156.11,Asia,South-eastern Asia,42.080000000000005,9.86,656.42,319.72,244.09,83.32000000000001,1101.54,454.98,1025.91,379.35
69,Bangkok,Thailand,629.84,Asia,South-eastern Asia,64.6,37.44,1648.42,723.52,414.89,107.39,2543.93,932.9499999999999,2235.2999999999997,624.3199999999999
70,Phuket,Thailand,475.21,Asia,South-eastern Asia,56.06,0.0,1010.41,445.89,391.88,115.48,1627.8400000000001,617.43,1573.83,563.42
71,Hua Hin,Thailand,513.61,Asia,South-eastern Asia,53.980000000000004,11.52,730.41,463.03999999999996,412.63,94.03,1341.4599999999998,622.5699999999999,1291.05,572.16
72,Karachi,Pakistan,166.86,Asia,Southern Asia,32.39,11.18,426.94,197.71999999999997,160.87,86.31,743.3599999999999,327.59999999999997,706.51,290.75
73,Lahore,Pakistan,164.01,Asia,Southern Asia,30.88,6.71,415.71999999999997,217.68,175.89999999999998,108.31,772.5899999999999,363.58000000000004,730.81,321.79999999999995
74,Faisalabad,Pakistan,188.39,Asia,Southern Asia,23.580000000000002,8.94,591.18,152.32,119.83000000000001,78.28,845.3599999999999,263.12,812.87,230.63000000000002
75,Rawalpindi,Pakistan,169.23,Asia,Southern Asia,27.759999999999998,7.38,350.85,148.27,127.35,79.69,606.5699999999999,263.1,585.6500000000001,242.18
76,Peshawar,Pakistan,143.69,Asia,Southern Asia,23.740000000000002,7.82,311.6,122.52000000000001,124.01,63.8,521.66,217.88,523.15,219.37
77,Multan,Pakistan,125.87,Asia,Southern Asia,25.58,4.47,275.95,118.72,110.11,58.620000000000005,478.87,207.39,470.26,198.78
78,Hyderabad City,Pakistan,161.67,Asia,Southern Asia,28.15,2.68,332.63,142.55,116.47999999999999,73.83999999999999,577.17,247.21999999999997,551.1,221.14999999999998
79,Islamabad,Pakistan,218.01,Asia,Southern Asia,29.5,5.36,476.61,263.95,202.58,83.08999999999999,853.15,381.9,791.7800000000001,320.53
80,Sialkot City,Pakistan,128.52,Asia,Southern Asia,27.439999999999994,4.92,299.18,146.69,119.87,39.760000000000005,513.07,218.81,486.25,191.99
81,Cairo,Egypt,200.4,Africa,Northern Africa,32.290000000000006,13.23,601.03,255.37,175.99,84.16000000000001,972.8499999999999,385.05,893.4699999999999,305.67
82,Giza,Egypt,171.51,Africa,Northern Africa,29.910000000000004,12.21,523.9200000000001,185.75,123.18,64.03999999999999,803.62,291.90999999999997,741.05,229.34
83,Alexandria,Egypt,163.76,Africa,Northern Africa,29.910000000000004,9.77,580.05,190.69,131.1,90.27000000000001,890.9199999999998,320.64,831.3299999999999,261.05
84,Tanta,Egypt,101.74,Africa,Northern Africa,27.869999999999997,1.02,580.45,190.31,105.52,66.3,864.9300000000001,285.5,780.14,200.70999999999998
85,Sao Paulo,Brazil,445.67,Americas,Latin America and the Caribbean,62.34,45.98,646.47,663.19,436.86,132.06,1504.06,903.5699999999999,1277.73,677.24
86,Rio de Janeiro,Brazil,363.15,Americas,Latin America and the Caribbean,55.42,48.09,534.1800000000001,510.04,367.95000000000005,117.22999999999999,1216.8700000000001,730.7800000000001,1074.78,588.69
87,Belo Horizonte,Brazil,319.37,Americas,Latin America and the Caribbean,53.56,32.76,669.75,359.03999999999996,274.17,93.75,1176.1,539.1099999999999,1091.23,454.24
88,Brasilia,Brazil,620.32,Americas,Latin America and the Caribbean,62.37,48.94,691.84,486.21000000000004,320.17,104.34,1344.76,701.86,1178.72,535.82
89,Salvador,Brazil,227.1,Americas,Latin America and the Caribbean,51.17,24.91,623.72,445.28,282.42,96.33999999999999,1216.51,617.7,1053.6499999999999,454.84
90,Fortaleza,Brazil,239.49,Americas,Latin America and the Caribbean,55.66,17.72,556.39,288.19,217.94,98.95,999.19,460.52,928.94,390.27
91,Curitiba,Brazil,492.89,Americas,Latin America and the Caribbean,56.769999999999996,44.07,583.0,384.26,291.2,106.1,1130.1299999999999,591.2,1037.07,498.14
92,Recife,Brazil,444.5,Americas,Latin America and the Caribbean,55.67,38.32,762.22,377.07,253.20999999999998,96.19,1291.15,567.25,1167.29,443.39
93,Goiania,Brazil,318.75,Americas,Latin America and the Caribbean,60.45,29.46,797.48,382.45,287.93,88.19000000000001,1328.5700000000002,560.5500000000001,1234.0500000000002,466.03000000000003
94,Campinas,Brazil,600.84,Americas,Latin America and the Caribbean,52.519999999999996,51.73,581.8000000000001,434.8,322.77,99.89999999999999,1169.0200000000002,638.9499999999999,1056.99,526.92
95,Natal,Brazil,502.55,Americas,Latin America and the Caribbean,59.199999999999996,47.9,489.87,270.53,203.48000000000002,78.23,897.83,455.86,830.7800000000001,388.81000000000006
96,Joao Pessoa,Brazil,455.03,Americas,Latin America and the Caribbean,57.76,47.71,466.32,376.58000000000004,261.62,86.07,986.73,568.1200000000001,871.77,453.16
97,Sao Jose dos Campos,Brazil,452.64,Americas,Latin America and the Caribbean,57.17,38.32,740.66,394.26,282.49,97.88,1289.9699999999998,587.63,1178.1999999999998,475.86
98,Sorocaba,Brazil,364.79,Americas,Latin America and the Caribbean,58.39,,566.1,277.02,222.8,121.03000000000002,1022.54,,968.3199999999999,
99,Londrina,Brazil,389.57,Americas,Latin America and the Caribbean,50.53,,583.8000000000001,252.2,185.14,86.15,972.68,,905.62,
100,Joinvile,Brazil,313.25,Americas,Latin America and the Caribbean,51.660000000000004,45.98,689.4399999999999,358.53,286.68,111.67,1211.3,567.8399999999999,1139.45,495.99
101,Niteroi,Brazil,661.0,Americas,Latin America and the Caribbean,59.61000000000001,52.3,584.9799999999999,351.32,255.51999999999998,86.54,1082.4499999999998,549.77,986.6499999999999,453.96999999999997
102,Florianopolis,Brazil,415.52,Americas,Latin America and the Caribbean,60.44,41.96,548.65,461.03999999999996,356.07,106.22,1176.35,669.66,1071.3799999999999,564.69
103,Santos,Brazil,387.02,Americas,Latin America and the Caribbean,63.8,67.06,583.4000000000001,397.28,382.6,119.66000000000001,1164.14,647.8,1149.4600000000003,633.12
104,Maringa,Brazil,355.02,Americas,Latin America and the Caribbean,53.730000000000004,,571.6999999999999,411.01,269.71000000000004,88.33,1124.77,,983.47,
105,Vitoria,Brazil,517.3,Americas,Latin America and the Caribbean,60.17,32.99,555.99,346.78,287.7,105.25999999999999,1068.1999999999998,545.1999999999999,1009.1199999999999,486.12
106,Porto Calvo,Brazil,395.29,Americas,Latin America and the Caribbean,56.209999999999994,59.14,530.98,400.72,342.44,105.18999999999998,1093.1000000000001,621.26,1034.8200000000002,562.9799999999999
107,Mexico City,Mexico,718.92,Americas,Latin America and the Caribbean,71.9,15.69,592.34,872.8299999999999,587.86,139.44,1676.51,1099.86,1391.54,814.8900000000001
108,Guadalajara,Mexico,764.19,Americas,Latin America and the Caribbean,73.56,18.05,457.92,621.14,448.98,117.1,1269.7199999999998,829.85,1097.56,657.69
109,Tijuana,Mexico,807.91,Americas,Latin America and the Caribbean,62.69999999999999,46.41,403.71,792.54,470.68,147.39000000000001,1406.34,1049.04,1084.48,727.18
110,Puebla,Mexico,532.88,Americas,Latin America and the Caribbean,75.88999999999999,25.78,619.79,429.9,294.32,130.57,1256.1499999999999,662.1399999999999,1120.57,526.56
111,Zapopan,Mexico,941.13,Americas,Latin America and the Caribbean,65.99,15.47,547.77,518.4,477.88,118.08999999999999,1250.2499999999998,717.95,1209.7299999999998,677.4300000000001
112,Monterrey,Mexico,973.79,Americas,Latin America and the Caribbean,73.35,23.2,519.52,727.49,504.36,137.84,1458.2,961.88,1235.07,738.75
113,Aguascalientes,Mexico,850.89,Americas,Latin America and the Caribbean,73.21000000000001,11.35,618.19,321.40999999999997,235.03,113.28999999999999,1126.1000000000001,519.26,1039.72,432.88
114,Merida,Mexico,549.45,Americas,Latin America and the Caribbean,74.39,25.78,390.02,507.54,418.85,137.23999999999998,1109.19,744.95,1020.5,656.26
115,Cancun,Mexico,657.96,Americas,Latin America and the Caribbean,68.06,26.91,387.40999999999997,684.47,446.91,127.16999999999997,1267.1100000000001,906.61,1029.55,669.05
116,Chihuahua,Mexico,795.59,Americas,Latin America and the Caribbean,70.25999999999999,25.78,561.28,361.42,324.03,107.27,1100.23,564.73,1062.84,527.3399999999999
117,Hermosillo,Mexico,741.3,Americas,Latin America and the Caribbean,74.85,12.89,476.94,417.72,314.58,125.76,1095.27,631.22,992.1299999999999,528.08
118,Queretaro,Mexico,816.51,Americas,Latin America and the Caribbean,65.99000000000001,25.78,476.14,613.35,413.98,131.67999999999998,1287.16,836.8,1087.79,637.43
119,San Luis Potosi,Mexico,911.05,Americas,Latin America and the Caribbean,80.30000000000001,21.52,525.88,413.76,409.47,125.12999999999998,1145.07,640.71,1140.78,636.42
120,Ensenada,Mexico,532.88,Americas,Latin America and the Caribbean,68.07000000000001,15.47,617.39,589.83,349.18,129.73000000000002,1405.02,803.1,1164.3700000000001,562.45
121,Playa del Carmen,Mexico,670.4,Americas,Latin America and the Caribbean,76.62,15.47,563.2900000000001,939.3199999999999,727.1500000000001,105.28,1684.51,1136.6899999999998,1472.3400000000001,924.5200000000001
122,Ciudad Benito Juarez,Mexico,1340.79,Americas,Latin America and the Caribbean,65.73,15.47,357.51,590.79,324.35,130.91,1144.94,802.9,878.5,536.46
123,Toluca,Mexico,773.53,Americas,Latin America and the Caribbean,67.96000000000001,30.94,648.4399999999999,392.95000000000005,283.11,113.57000000000001,1222.9199999999998,605.4200000000001,1113.08,495.58
124,Puerto Vallarta,Mexico,443.49,Americas,Latin America and the Caribbean,75.75,25.78,529.23,887.44,565.37,122.32000000000001,1614.74,1111.29,1292.6699999999998,789.22
125,San Miguel de Allende,Mexico,618.83,Americas,Latin America and the Caribbean,102.71000000000001,18.05,466.55,922.24,620.7,124.94999999999999,1616.45,1167.95,1314.91,866.4100000000001
126,Lagos,Nigeria,214.64,Africa,Sub-Saharan Africa,72.32,33.77,540.9200000000001,1519.3999999999999,827.37,92.03999999999999,2224.68,1717.5299999999997,1532.65,1025.5
127,Abuja,Nigeria,235.83,Africa,Sub-Saharan Africa,64.51,33.77,655.46,2389.86,1185.3700000000001,81.71999999999998,3191.5499999999997,2569.86,1987.0600000000002,1365.3700000000001
128,Moscow,Russia,1452.41,Europe,Eastern Europe,74.41999999999999,38.4,1011.78,1305.6100000000001,828.5799999999999,199.28000000000003,2591.0900000000006,1617.71,2114.06,1140.6799999999998
129,Novosibirsk,Russia,654.1,Europe,Eastern Europe,65.87,39.2,1187.96,582.79,426.9,141.76000000000002,1978.3799999999999,829.62,1822.49,673.73
130,Yekaterinburg,Russia,1082.76,Europe,Eastern Europe,69.97,32.8,1276.8400000000001,586.04,435.73,111.92000000000002,2044.7700000000002,800.73,1894.4600000000003,650.4200000000001
131,Kazan,Russia,645.0,Europe,Eastern Europe,65.87,24.0,1365.73,626.97,402.3,170.76,2229.33,887.6,2004.6599999999999,662.9300000000001
132,Nizhniy Novgorod,Russia,684.31,Europe,Eastern Europe,63.15,32.0,832.8,599.25,421.41999999999996,111.16,1606.36,805.56,1428.53,627.7299999999999
133,Chelyabinsk,Russia,483.0,Europe,Eastern Europe,58.75,27.49,1449.3799999999999,441.38,353.38,144.07999999999998,2093.5899999999997,671.7,2005.5899999999997,583.7
134,Omsk,Russia,547.85,Europe,Eastern Europe,60.19,32.8,1587.96,455.34,342.58,121.88000000000001,2225.3700000000003,670.2099999999999,2112.61,557.45
135,Samara,Russia,642.46,Europe,Eastern Europe,59.849999999999994,31.76,1232.0,468.3,365.88,147.07999999999998,1907.2299999999998,706.99,1804.81,604.5699999999999
136,Ufa,Russia,630.27,Europe,Eastern Europe,58.48000000000001,16.13,1169.2900000000002,561.12,415.17,140.76000000000002,1929.6500000000003,776.49,1783.7000000000003,630.5400000000001
137,Krasnoyarsk,Russia,736.0,Europe,Eastern Europe,65.92000000000002,24.0,1321.69,501.26,389.26,97.88000000000001,1986.7500000000002,689.0600000000001,1874.7500000000002,577.0600000000001
138,Perm,Russia,651.11,Europe,Eastern Europe,68.49999999999999,15.84,922.09,451.92,325.7,143.52,1586.03,679.78,1459.81,553.56
139,Voronezh,Russia,666.28,Europe,Eastern Europe,62.9,24.0,1023.73,437.51,339.97,131.92000000000002,1656.0600000000002,656.3299999999999,1558.5200000000002,558.79
140,Volgograd,Russia,488.0,Europe,Eastern Europe,64.27,19.2,789.16,437.64,352.30999999999995,125.79999999999998,1416.87,646.91,1331.5399999999997,561.5799999999999
141,Krasnodar,Russia,632.0,Europe,Eastern Europe,61.47999999999999,22.4,1144.31,524.74,399.86,151.28000000000003,1881.81,759.9000000000001,1756.93,635.02
142,Saratov,Russia,528.0,Europe,Eastern Europe,63.81999999999999,16.0,1939.9099999999999,443.54999999999995,315.55,133.88,2581.16,657.2499999999999,2453.16,529.25
143,Tyumen,Russia,765.6,Europe,Eastern Europe,68.65,27.84,1629.24,535.13,391.93,137.56,2370.58,769.1800000000001,2227.38,625.98
144,Izhevsk,Russia,562.29,Europe,Eastern Europe,57.86,20.8,1188.76,406.0,326.0,112.08,1764.6999999999998,596.74,1684.6999999999998,516.74
145,Irkutsk,Russia,570.0,Europe,Eastern Europe,75.44,19.2,699.0699999999999,564.1600000000001,405.49,142.04,1480.71,800.84,1322.04,642.17
146,Vladivostok,Russia,776.0,Europe,Eastern Europe,89.03999999999999,16.0,1343.9099999999999,898.69,662.25,136.16,2467.7999999999997,1139.89,2231.3599999999997,903.4499999999999
147,Khabarovsk,Russia,648.0,Europe,Eastern Europe,82.3,56.0,1255.42,688.62,517.51,165.67999999999998,2192.02,992.6,2020.91,821.4899999999999
148,Yaroslavl,Russia,533.33,Europe,Eastern Europe,67.24,16.0,1168.89,536.69,392.69,172.96000000000004,1945.7800000000002,792.8900000000001,1801.7800000000002,648.8900000000001
149,Tomsk,Russia,635.43,Europe,Eastern Europe,64.74000000000001,29.6,1054.22,548.91,389.27,113.04,1780.9099999999999,756.29,1621.27,596.65
150,Ryazan,Russia,544.0,Europe,Eastern Europe,64.55000000000001,22.56,1898.67,455.14,371.94,130.8,2549.1600000000003,673.05,2465.96,589.85
151,Tula,Russia,620.08,Europe,Eastern Europe,74.1,48.0,1299.0700000000002,480.99,374.32,145.16,1999.3200000000002,748.25,1892.65,641.5799999999999
152,Kaliningrad,Russia,591.67,Europe,Eastern Europe,69.21000000000001,24.0,922.89,529.71,448.57,124.56,1646.37,747.48,1565.23,666.3399999999999
153,Sochi,Russia,948.0,Europe,Eastern Europe,73.65,21.12,1371.3799999999999,928.05,722.72,155.0,2528.08,1177.82,2322.75,972.49
154,Kalach-na-Donu,Russia,594.2,Europe,Eastern Europe,62.81,26.51,573.9300000000001,615.95,453.92,107.32,1360.01,812.5900000000001,1197.98,650.56
155,Manila,Philippines,429.13,Asia,South-eastern Asia,58.94,12.04,703.91,699.64,436.11,80.53999999999998,1543.0299999999997,851.16,1279.5,587.63
156,Quezon City,Philippines,316.53,Asia,South-eastern Asia,68.67,9.87,821.61,542.63,412.65999999999997,78.96,1511.87,700.13,1381.9,570.16
157,Davao,Philippines,280.66,Asia,South-eastern Asia,68.94,,576.91,383.42,308.65999999999997,63.11,1092.3799999999999,,1017.6199999999999,
158,Cebu City,Philippines,255.18,Asia,South-eastern Asia,55.699999999999996,8.03,568.88,641.34,376.31,74.85,1340.77,779.9200000000001,1075.74,514.89
159,Makati City,Philippines,440.08,Asia,South-eastern Asia,73.42,11.23,1248.5400000000002,768.27,523.81,95.6,2185.8300000000004,948.52,1941.3700000000001,704.06
160,Angeles City,Philippines,306.28,Asia,South-eastern Asia,61.71,18.47,943.54,431.71000000000004,318.08,80.69,1517.65,592.58,1404.02,478.95
161,Baguio City,Philippines,284.08,Asia,South-eastern Asia,49.7,17.94,1074.5,438.0,282.08,125.92,1688.1200000000001,631.56,1532.2,475.64
162,New York,United States,5944.31,Americas,Northern America,188.45,129.0,746.0400000000001,4153.59,2649.18,363.2,5451.28,4834.24,3946.87,3329.8299999999995
163,Los Angeles,United States,5456.15,Americas,Northern America,147.10000000000002,99.5,758.0400000000001,2739.83,2185.54,358.55,4003.5200000000004,3344.98,3449.2300000000005,2790.69
164,Chicago,United States,4819.49,Americas,Northern America,135.47,80.0,699.98,2205.5499999999997,1689.04,307.48,3348.48,2728.4999999999995,2831.97,2211.99
165,Miami,United States,4195.86,Americas,Northern America,151.53,111.0,739.24,2825.76,2131.63,306.12,4022.65,3394.41,3328.52,2700.2799999999997
166,Dallas,United States,5459.79,Americas,Northern America,150.64,96.0,717.5400000000001,2031.49,1648.04,273.14,3172.81,2551.27,2789.36,2167.8199999999997
167,Philadelphia,United States,4897.71,Americas,Northern America,141.45,96.0,686.89,2120.5,1494.77,295.76,3244.6000000000004,2653.71,2618.87,2027.98
168,Houston,United States,5063.25,Americas,Northern America,132.92,40.0,763.4200000000001,1830.53,1486.36,273.84000000000003,3000.71,2277.29,2656.54,1933.12
169,Atlanta,United States,4878.17,Americas,Northern America,132.63,95.0,790.4,2148.2,1805.19,278.92,3350.1499999999996,2654.75,3007.1400000000003,2311.7400000000002
170,Washington,United States,5907.32,Americas,Northern America,152.73999999999998,102.0,721.5400000000001,2562.79,2137.82,331.39,3768.46,3148.9199999999996,3343.4900000000002,2723.95
171,Boston,United States,5342.19,Americas,Northern America,153.65,90.0,741.82,2978.43,2221.81,331.59999999999997,4205.5,3553.68,3448.8799999999997,2797.06
172,Phoenix,United States,5090.45,Americas,Northern America,152.75,64.0,746.84,1962.75,1736.46,300.6,3162.94,2480.1,2936.65,2253.81
173,Seattle,United States,6292.34,Americas,Northern America,157.66000000000003,100.0,778.22,2576.83,2128.87,337.76,3850.4700000000003,3172.25,3402.51,2724.29
174,Detroit,United States,3926.67,Americas,Northern America,138.3,60.0,745.6400000000001,1576.69,1190.02,244.73,2705.36,2019.72,2318.69,1633.05
175,San Diego,United States,5924.47,Americas,Northern America,151.44,75.0,786.62,2841.61,2325.42,331.88,4111.55,3399.9300000000003,3595.36,2883.7400000000002
176,Minneapolis,United States,4963.79,Americas,Northern America,133.39,85.0,682.09,1745.24,1368.92,301.02000000000004,2861.7400000000002,2264.65,2485.42,1888.33
177,Tampa,United States,5289.14,Americas,Northern America,146.85,66.0,713.0699999999999,2207.57,1836.87,308.36,3375.8500000000004,2728.78,3005.15,2358.08
178,Denver,United States,5565.78,Americas,Northern America,153.23000000000002,114.0,879.33,2151.05,1859.43,297.52,3481.13,2715.8,3189.5099999999998,2424.18
179,Brooklyn,United States,4950.19,Americas,Northern America,148.58,127.0,686.7,3023.5,2245.2999999999997,360.96,4219.74,3660.04,3441.54,2881.8399999999997
180,Baltimore,United States,5188.03,Americas,Northern America,164.97,74.0,709.0699999999999,1815.47,1605.51,265.12,2954.63,2319.56,2744.67,2109.6
181,Riverside,United States,3266.67,Americas,Northern America,151.3,40.0,560.4,2152.64,1946.1399999999999,308.84,3173.1800000000003,2652.78,2966.6800000000003,2446.28
182,Las Vegas,United States,3817.48,Americas,Northern America,129.6,60.0,778.22,1700.99,1628.94,266.5,2875.31,2157.09,2803.26,2085.04
183,Portland,United States,4599.72,Americas,Northern America,149.72,100.0,833.78,2041.51,1714.4,288.3,3313.3100000000004,2579.53,2986.2000000000003,2252.42
184,Sacramento,United States,4703.11,Americas,Northern America,190.47,100.0,816.27,2155.69,2015.69,292.64,3455.07,2738.7999999999997,3315.07,2598.7999999999997
185,Orlando,United States,5192.09,Americas,Northern America,127.31,50.0,690.31,1987.6200000000001,1712.28,276.04,3081.2799999999997,2440.9700000000003,2805.9399999999996,2165.63
186,Cleveland,United States,4435.33,Americas,Northern America,167.0,95.0,714.58,1747.24,1222.88,257.0,2885.82,2266.24,2361.46,1741.88
187,San Jose,United States,6808.52,Americas,Northern America,139.72,90.0,697.73,2754.71,2439.56,325.96,3918.12,3310.39,3602.9700000000003,2995.24
188,Pittsburgh,United States,4143.72,Americas,Northern America,148.7,97.5,660.71,1706.15,1253.02,227.45,2743.01,2179.8,2289.88,1726.67
189,Austin,United States,5494.29,Americas,Northern America,139.46,42.0,763.82,2397.1400000000003,1761.34,289.48,3589.9000000000005,2868.0800000000004,2954.1,2232.2799999999997
190,Cincinnati,United States,3621.99,Americas,Northern America,131.16,77.5,690.7099999999999,1648.84,1258.84,240.95999999999998,2711.67,2098.46,2321.67,1708.46
191,Indianapolis,United States,4562.61,Americas,Northern America,137.74,60.0,742.44,1608.37,1330.13,265.12,2753.67,2071.23,2475.4300000000003,1792.9900000000002
192,Columbus,United States,4403.89,Americas,Northern America,121.82,62.0,780.91,1635.44,1282.92,253.56,2791.73,2072.82,2439.21,1720.3
193,Charlotte,United States,5101.48,Americas,Northern America,129.56,88.0,823.78,1991.17,1664.6999999999998,248.92999999999998,3193.44,2457.66,2866.97,2131.1899999999996
194,Virginia Beach,United States,4178.0,Americas,Northern America,133.9,70.0,738.75,1695.68,1500.68,332.48,2900.81,2232.0600000000004,2705.81,2037.0600000000002
195,Milwaukee,United States,5043.75,Americas,Northern America,107.89,52.5,820.18,1694.8600000000001,1151.73,248.18,2871.11,2103.43,2327.98,1560.3
196,Jacksonville,United States,4580.33,Americas,Northern America,147.60999999999999,47.5,741.6400000000001,1634.66,1321.6,254.28,2778.1900000000005,2084.05,2465.13,1770.9899999999998
197,Salt Lake City,United States,4396.98,Americas,Northern America,129.89,85.0,689.6899999999999,1784.33,1479.08,273.88,2877.79,2273.1,2572.54,1967.85
198,Nashville,United States,4812.25,Americas,Northern America,168.79,67.5,737.6400000000001,2361.86,1871.75,265.48,3533.77,2863.63,3043.6600000000003,2373.52
199,Richmond,United States,5760.89,Americas,Northern America,122.18,43.5,670.24,1719.32,1495.32,334.88,2846.62,2219.88,2622.62,1995.88
200,Memphis,United States,4647.22,Americas,Northern America,115.35999999999999,42.5,698.69,1631.34,1206.3400000000001,276.44,2721.83,2065.64,2296.8300000000004,1640.64
201,Raleigh,United States,4947.71,Americas,Northern America,135.50000000000003,20.0,677.48,1913.0,1514.45,258.96000000000004,2984.94,2327.46,2586.3900000000003,1928.91
202,Louisville,United States,4226.39,Americas,Northern America,131.65,35.0,740.0400000000001,1436.96,1129.46,240.19,2548.84,1843.8000000000002,2241.34,1536.3000000000002
203,New Orleans,United States,3405.25,Americas,Northern America,147.37,45.0,847.16,1886.8700000000001,1399.2,247.17000000000002,3128.57,2326.4100000000003,2640.9,1838.7400000000002
